"package1id","projectidentifier","itemnumber","actualawarddate","actualevaluationcompletiondate","actual_onsite","actualrfqclosingdate","actualrfqissuedate","actualsowdate","awardvalue","awardvalue_base","bopsite","budgetamount","budgetamount_base","budgetawarddifference","buybackresaletarget","contractexecuted","engineeringcontactid","engineeringcontactname","exchangerate","importsequencenumber","indigenousparticipation","indigenous_award","indigenous_award_base","leadtimeclosingtoevaluationdays","leadtimeevaluationtoawarddays","leadtimerfqissuetoclosingdays","leadtimesowtorfqissuedays","mplcode","ontarioapplicable","ontario_award","ontario_award_base","operationspackagebundle","operationspackageleadid","opspackageleadname","originalplannedawarddate","originalplannedevaluationcompleti","originalplannedrfqclosingdate","originalplannedrfqissuedate","originalplannedsowdate","plannedawarddate","packagedescription","packageidentifier","packagetype","purchaseordernumber","prerequisitedesigndeliverable","procpackageleadname","procurementpackageleadid","qualityoversightcontactid","qualityprogram","requiredatsitedate","revisedplannedawarddate","revisedplannedevaluationcompletio","revisedplannedrfqclosingdate","revisedplannedrfqissuedate","revisedplannedsowdate","standardleadtimemonths","statuscode","sole_source","statecode","subcontractorname","timezoneruleversionnumber","contracttype","utcconversiontimezonecode","versionnumber","transactioncurrencyid","owningbusinessunit","ras_original_input","Modified","packagefolderurl","comments"
"4de46702-1234-4a5c-b472-6d03426a39d3","A02180","210",,,,"5/3/2026","11/26/2025","11/26/2025",,,"NI","3,500,000",,,,"No",,,,,,,,"30","30","30","15",,,,,"NI","Damarak Madhar","Damarak Madhar","4/30/2026","3/31/2026","3/1/2026","1/30/2026","1/15/2026",,"RIN Installation Jigs and Tooling","ab0d1d8e-f3a7-4b3d-8247-247eedf10188",,,"No","Ziba Sattari","Ziba Sattari",,"ISO 9001:2015","5/30/2026","7/2/2026","6/2/2026","5/3/2026","11/26/2025","11/26/2025","30",,"No",,,,"Engineered Equipment",,,,,"5/30/2026","6/18/2026 9:47 AM",,
"1fffe1b3-1249-4aa0-8822-b533aeff1f17","A02180","233",,,,"12/17/2025","11/17/2025","11/13/2025",,,"NI",,,,,"No",,,,,,,,"30","30","30","15","1",,,,"NI","Damarak Madhar","Damarak Madhar","12/5/2025","11/5/2025","10/6/2025","9/6/2025","8/22/2025",,"HGNE - DPSC Consulting Support","ee6c75cc-b0f5-4915-8263-674689f4d2f1","Subcontractors",,"Yes","Quinn McLafferty","Quinn McLafferty",,"Best Commercial","1/5/2026","12/5/2025","11/5/2025","10/6/2025","9/6/2025","8/22/2025","30",,"No",,,,"Consulting Agreement",,,,,"1/5/2026","5/21/2026 2:52 PM",,
"7dad14b4-f7fc-44d7-91ca-508709c49054","A02180","211",,,,"12/22/2025","12/20/2025","12/12/2025",,,"NI",,,,,"No",,,,,,,,"30","30","30","15","U71",,,,"NI","Thomas Pailloux","Thomas Pailloux","12/1/2025","11/1/2025","10/2/2025","9/2/2025","8/18/2025",,"Structural Integrity Associates, Inc. (Consultant)","ec00cee6-e1d0-47b4-a0d0-481944370184","Subcontractors",,"Yes","Quinn McLafferty","Quinn McLafferty",,"Best Commercial","1/1/2026","12/1/2025","11/1/2025","10/2/2025","9/2/2025","8/18/2025","30",,"No",,,,"Consulting Agreement",,,,,"1/1/2026","6/9/2026 1:26 PM",,
"c15e3d6d-5745-4518-b106-6fb234c00132","A02180","-",,,,,,,,,"CI",,,,,"No",,,,,,,,"30","30","30","15","1",,,,"NI","Aran Fox","Aran Fox","5/6/2026","4/6/2026","3/7/2026","2/5/2026","1/21/2026",,"Engineered Lifting Calculation/Plans (Routine & Complex)","88ddd644-4c89-48e4-bae4-5f1ab7aa2617",,,"No","Mahendra Don","Mahendra Don",,"ISO 9001:2015","6/6/2026","5/6/2026","4/6/2026","3/7/2026","2/5/2026","1/21/2026","30",,"No",,,,"Design Services",,,,,"6/6/2026","5/21/2026 2:52 PM",,
"618ff110-7de3-46dc-a727-f8e99af1ed8e","A02180","-",,,,,,,,,"CI","0",,,,"No",,,,,,,,"30","30","30","15","1",,,,"CI","Jake Schieck","Jake Schieck","5/16/2026","4/16/2026","3/17/2026","2/15/2026","1/31/2026",,"Cold Cutting/Bevelling (N35,N61, N31,N41, N37,N21,N25)","450f4a59-8312-4e01-be68-949233554e67",,,"No","Ziba Sattari","Ziba Sattari",,"Best Commercial","6/16/2026","5/16/2026","4/16/2026","3/17/2026","2/15/2026","1/31/2026","30",,"No",,,,"Construction Subcontract",,,,,"6/16/2026","5/21/2026 2:52 PM",,
"9776092a-51da-4643-9f9b-abb24d184795","A02180","-",,,,,,,,,"CI",,,,,"No",,,,,,,,"30","30","30","15","N41",,,,"CI","Jake Schieck","Jake Schieck","5/16/2026","4/16/2026","3/17/2026","2/15/2026","1/31/2026",,"High Voltage Testing (N41)","b9b7ea75-2fbe-499c-b833-d835c0514c9f",,,"No","Ziba Sattari","Ziba Sattari",,"Best Commercial","6/16/2026","5/16/2026","4/16/2026","3/17/2026","2/15/2026","1/31/2026","30",,"No",,,,"Construction Subcontract",,,,,"6/16/2026","5/21/2026 2:52 PM",,
"2c9496e3-df7e-4241-88ca-0a6f498c4b19","A02180","-",,,,,,,,,"CI",,,,,"No",,,,,,,,"30","30","30","15",,,,,"CI","Jake Schieck","Jake Schieck","5/16/2026","4/16/2026","3/17/2026","2/15/2026","1/31/2026",,"PH/PWHT Services (N35,N61, N31,N41, N37,N21,N25)","ba62e5bb-5ef2-4bdb-a5cd-3b5d409c251d",,,"No","Ziba Sattari","Ziba Sattari",,"Best Commercial","6/16/2026","5/16/2026","4/16/2026","3/17/2026","2/15/2026","1/31/2026","30",,"No",,,,"Construction Subcontract",,,,,"6/16/2026","5/21/2026 2:52 PM",,
"4f231c5b-5c1a-4caf-a50c-16f89569c8de","A02180","-",,,,,,,,,"CI",,,,,"No",,,,,,,,"30","30","30","15","1",,,,"CI","Jake Schieck","Jake Schieck","5/16/2026","4/16/2026","3/17/2026","2/15/2026","1/31/2026",,"TSSA (N35,N61, N31,N41, N37,N21,N25)","d7b6a1cb-8e85-4a8e-9a0f-0b0af15fe9c7",,,"No","Ziba Sattari","Ziba Sattari",,"Best Commercial","6/16/2026","5/16/2026","4/16/2026","3/17/2026","2/15/2026","1/31/2026","30",,"No",,,,"Commodities Agreement",,,,,"6/16/2026","6/9/2026 1:34 PM",,
"139d0dfa-64ca-470d-90ec-530ac8e138b6","A02180","301",,,,"6/18/2026","6/10/2026","6/10/2026",,,"CCW","2,100,000",,,,"No",,,,,,,,"30","30","14","15",,,,,"CCW/Tunnel","Mohamed Radwan","Mohamed Radwan","8/13/2026","7/14/2026","6/14/2026","5/15/2026","4/30/2026",,"WTP Chemicals and Operation Bentonite","fc9f22e6-a26a-4744-adad-72af7e2f2045","Supplies (Construction Materials)",,"No","Meesam Rasool","Meesam Rasool",,"Best Commercial","9/13/2026","9/7/2026","8/8/2026","6/18/2026","6/10/2026","6/10/2026","30",,"No",,,,"Commodities Agreement",,,,,"5/26/2026","7/15/2026 12:00 PM",,
"ecbd49de-9549-466e-8d81-88ac0e89c1cb","A02180","227",,"10/27/2025",,"10/24/2025","10/21/2025","10/15/2025",,,"NI",,,,,"No",,,,,,,,"30","30","30","15","1",,,,"NI","Carl Berg","Carl Berg","2/13/2026","1/14/2026","12/15/2025","11/15/2025","10/31/2025",,"Hydro demolition of caissons in the Powerblock","6c2880fe-3f37-4e3f-b569-b4459fdbb7b4",,,"No","Mahendra Don","Mahendra Don",,"Best Commercial","3/13/2026","2/13/2026","1/14/2026","12/15/2025","11/15/2025","10/31/2025","30",,"No",,,,"Construction Subcontract",,,,,"3/13/2026","5/21/2026 2:52 PM",,
"cc4ee5cd-7963-480f-aee4-271807281d7f","A02180","276",,"7/3/2026",,"5/11/2026","5/5/2026","4/24/2026",,,"SE","1,646,239.85",,,,"No",,,,,,,,"30","30","30","15",,,,,"SE/Buildings","Frank Gou","Frank Gou","7/20/2026","6/20/2026","5/21/2026","4/21/2026","4/6/2026",,"Structural Steel & Decking- Security Bld","aa1fcece-edde-45a1-af5f-21a7699c47dc",,,"No","Meesam Rasool","Meesam Rasool",,"Best Commercial","8/20/2026","8/7/2026","7/3/2026","5/11/2026","5/5/2026","4/24/2026","30",,"No",,,,"Construction Subcontract",,,,,"8/20/2026","7/15/2026 12:06 PM",,
"59358b2e-c9e3-47b5-a1cd-04fc02ede5ce","A02180","271","7/30/2026","6/25/2026",,"5/11/2026","5/5/2026","4/24/2026","56,680",,"SE","47,797",,,,"No",,,,,,,,"30","30","30","15",,,"56,680",,"SE/Buildings","Frank Gou","Frank Gou","8/7/2026","7/8/2026","6/8/2026","5/9/2026","4/24/2026",,"Waterproofing - Security Building","be39a9f2-2dc0-44f0-b0da-c1da3d21d9c6",,,"No","Meesam Rasool","Meesam Rasool",,"Best Commercial","9/7/2026","7/30/2026","6/25/2026","5/11/2026","5/5/2026","4/24/2026","30",,"No",,,,"Construction Subcontract",,,,,"6/28/2026","7/15/2026 12:02 PM",,
"89796e6e-78cd-475b-a8e3-614f102e8b9b","A02180","268","6/12/2026","6/4/2026",,"4/24/2026","4/24/2026","4/24/2026","248,200",,"SE","394,102",,,,"No",,,,,,,,"0","30","0","15",,,,,"SE/Buildings","Frank Gou","Frank Gou","5/29/2026","3/15/2026","2/13/2026","2/13/2026","2/13/2026",,"Concrete Reinforcement - Security Bld","abdcecf6-caec-4599-83e7-998b112763bf",,,"No","Meesam Rasool","Meesam Rasool",,"Best Commercial","6/29/2026","6/12/2026","6/4/2026","4/24/2026","4/24/2026","4/24/2026","30",,"Yes",,"Mansteel",,"Construction Subcontract",,,,,"6/29/2026","7/15/2026 12:04 PM",,"Sole Source to Mansteel"
"31680a59-4d0b-4761-bbe3-a9c39d542c35","A02180","274","6/15/2026","5/4/2026",,"4/24/2026","4/24/2026","4/24/2026",,,"SE","292,743",,,,"No",,,,,,,,"0","30","0","15",,,,,"SE/Buildings","Frank Gou","Frank Gou","7/20/2026","5/6/2026","4/6/2026","4/6/2026","4/6/2026",,"Concrete Finishing - Security Bld","8e0f68d6-93b9-42f7-859c-57eb0405dfd3",,,"No","Meesam Rasool","Meesam Rasool",,"Best Commercial","8/20/2026","6/15/2026","5/4/2026","4/24/2026","4/24/2026","4/24/2026","30",,"Yes",,"Belmont",,"Construction Subcontract",,,,,"8/20/2026","7/15/2026 12:08 PM",,"Sole source to Belmont for change order"
"acd4314e-5a8d-490c-acb4-eb9135ddb1bf","A02180","280",,,,,"5/7/2026","4/24/2026",,,"SE","678,104",,,,"No",,,,,,,,"30","30","30","15",,,,,"SE/Buildings","Frank Gou","Frank Gou","8/7/2026","7/8/2026","6/8/2026","5/9/2026","4/24/2026",,"Masonry - Security Bld","770e2559-6b10-4fd8-980d-42f3f01a316b",,,"No","Meesam Rasool","Meesam Rasool",,"Best Commercial","9/7/2026","8/7/2026","7/8/2026","6/8/2026","5/7/2026","4/24/2026","30",,"No",,,,"Construction Subcontract",,,,,"8/20/2026","5/27/2026 3:03 PM",,
"fff517c3-214e-40ab-a676-97095ccbae2c","A02180","-",,,,,,,,,"NI",,,,,"No",,,,,,,,"30","30","30","15","T41",,,,"NI","Tanzeel Ahmed","Tanzeel Ahmed","6/21/2026","5/22/2026","4/22/2026","3/23/2026","3/8/2026",,"Component Fans & Cooling Coils","d5cc5b58-ce23-4adf-b08a-56e12127552a","Plant Equipment",,"No","Mahendra Don","Mahendra Don",,"N299-4","7/21/2026","6/21/2026","5/22/2026","4/22/2026","3/23/2026","3/8/2026","30",,"No",,,,"Engineered Equipment",,,,,"7/21/2026","5/21/2026 2:52 PM",,
"87530638-c6f7-42cf-b81e-08c07b96f767","A02180","237",,,,,,,,,"NI",,,,,"No",,,,,,,,"30","30","30","15","1",,,,"NI","Maddison Wegner","Maddison Wegner","6/23/2026","5/24/2026","4/24/2026","3/25/2026","3/10/2026",,"Confined Space Emergency Rescue Personnel BASEMAT","af15f0f1-46cf-419b-90ad-01dc50034cca",,,"No","Mahendra Don","Mahendra Don",,"Best Commercial","7/23/2026","6/23/2026","5/24/2026","4/24/2026","3/25/2026","3/10/2026","30",,"No",,,,"Construction Subcontract",,,,,"7/23/2026","5/21/2026 2:52 PM",,
"d11baec5-2bca-4210-a16d-c106f4cfcc73","A02180","-",,,,,,,,,"CI",,,,,"No",,,,,,,,"30","30","30","15","1",,,,"CI","Jake Schieck","Jake Schieck","6/30/2026","5/31/2026","5/1/2026","4/1/2026","3/17/2026",,"Bolt Torquing Services (N35,N61,N31,N41,N37,N25)","0d504107-5364-45a8-9f7c-bd1621843668",,,"No","Ziba Sattari","Ziba Sattari",,"Best Commercial","7/31/2026","6/30/2026","5/31/2026","5/1/2026","4/1/2026","3/17/2026","30",,"No",,,,"Construction Subcontract",,,,,"7/31/2026","5/21/2026 2:52 PM",,
"634a5f8a-9f06-4785-87ad-1f6a87f49480","A02180","-",,,,,,,,,"CI",,,,,"No",,,,,,,,"30","30","30","15","1",,,,"CI","Jake Schieck","Jake Schieck","6/30/2026","5/31/2026","5/1/2026","4/1/2026","3/17/2026",,"Flushing & Cleaning (N25,N21,N37,N31,N61,N35)","277a4530-39b2-4f91-9339-d78a6d0fc9c3",,,"No","Ziba Sattari","Ziba Sattari",,"Best Commercial","7/31/2026","6/30/2026","5/31/2026","5/1/2026","4/1/2026","3/17/2026","30",,"No",,,,"Construction Subcontract",,,,,"7/31/2026","5/21/2026 2:52 PM",,
"0c0d5aa9-73ad-4ee6-b305-7007942fa317","A02180","-",,,,,,,,,"CI",,,,,"No",,,,,,,,"30","30","30","15","1",,,,"CI","Jake Schieck","Jake Schieck","6/30/2026","5/31/2026","5/1/2026","4/1/2026","3/17/2026",,"NDE Services (N35,N61,N31,N41,N37,N21,N25)","d79e5791-3bc0-4d90-b2fb-1efe072012cc",,,"No","Ziba Sattari","Ziba Sattari",,"NCA-4000","7/31/2026","6/30/2026","5/31/2026","5/1/2026","4/1/2026","3/17/2026","30",,"No",,,,"Construction Subcontract",,,,,"7/31/2026","5/21/2026 2:52 PM",,
"7c1a5892-5e63-423c-bc0e-d0d67fa7ef2d","A02180","277",,"7/6/2026",,"6/4/2026","5/4/2026","4/24/2026",,,"SE","726,797",,,,"No",,,,,,,,"30","30","30","15",,,,,"SE/Buildings","Frank Gou","Frank Gou","8/2/2026","7/3/2026","6/3/2026","5/4/2026","4/24/2026",,"Precast Concrete - Security Bld (LONG LEAD)","a336f207-4d35-4782-900e-535a36617674",,,"No","Meesam Rasool","Meesam Rasool",,"Best Commercial","9/2/2026","8/7/2026","7/6/2026","6/4/2026","5/4/2026","4/24/2026","30",,"No",,,,"Construction Subcontract",,,,,"8/20/2026","7/15/2026 12:07 PM",,
"602b5a54-acfc-41c8-a7ef-bd15b6886fd6","A02180","-",,,,,"5/6/2026","4/24/2026",,,"SE",,,,,"No",,,,,,,,"30","30","30","15",,,,,"SE/Buildings","Frank Gou","Frank Gou","8/7/2026","7/8/2026","6/8/2026","5/9/2026","4/24/2026",,"Roof Anchors - Security Bld  (Change Order)","83baabe9-dd83-4629-9f0b-f02d64764a01",,,"No","Meesam Rasool","Meesam Rasool",,"Best Commercial","9/7/2026","8/7/2026","7/8/2026","6/8/2026","5/6/2026","4/24/2026","30",,"No",,,,"Construction Subcontract",,,,,"8/20/2026","5/21/2026 2:52 PM",,
"8de164eb-f497-4870-aa3e-7ba95981b24a","A02180","302",,,,,,,,,"CCW",,,,,"No",,,,,,,,"30","30","30","15","0",,,,"CCW/Tunnel","Ernesto Martinez","Ernesto Martinez","6/15/2026","5/16/2026","4/16/2026","3/17/2026","3/2/2026",,"TBM Push System","fd2edc24-3ec1-4787-9f07-cf3d34266d0d",,,"Yes","Mahendra Don","Mahendra Don",,"Best Commercial","7/15/2026","6/15/2026","5/16/2026","4/16/2026","3/17/2026","3/2/2026","30",,"No",,,,"Engineered Equipment",,,,,"7/15/2026","5/21/2026 2:52 PM",,
"f8394f7a-c529-4eed-b8b8-cf0d33a2e0fd","A02180","-",,,,,,,,,"CI",,,,,"No",,,,,,,,"30","30","30","15","1",,,,"CI","Jake Schieck","Jake Schieck","7/14/2026","6/14/2026","5/15/2026","4/15/2026","3/31/2026",,"Painting (N35,N61, N31,N41, N37,N21,N25)","0e5fc146-10c8-4415-a944-29d3511216d9",,,"No","Ziba Sattari","Ziba Sattari",,"Best Commercial","8/14/2026","7/14/2026","6/14/2026","5/15/2026","4/15/2026","3/31/2026","30",,"No",,,,"Construction Subcontract",,,,,"8/14/2026","5/21/2026 2:52 PM",,
"6439ad1c-bce4-44d7-8a2b-9a4444674342","A02180","246",,"3/6/2026",,"2/28/2026","1/14/2026","1/10/2026",,,"NI",,,,,"No",,,,,,,,"30","30","30","15","1",,,,"Industrial","David Leclerc","David Leclerc","1/28/2026","12/29/2025","11/29/2025","10/30/2025","10/15/2025",,"DPSC D-Ring Subcontract Fabrication","c7bfa262-f52e-4088-bd1b-9e474d254c3c",,,"Yes","Quinn McLafferty","Quinn McLafferty",,"Best Commercial","2/28/2026","1/28/2026","12/29/2025","11/29/2025","10/30/2025","10/15/2025","30",,"No",,,,"Construction Subcontract",,,,,"2/28/2026","5/21/2026 2:52 PM",,
"6c2396ea-8bef-4633-b2a8-007bf4e9baee","A02180","-",,,,,,,,,"NI",,,,,"No",,,,,,,,"30","30","30","15","U71",,,,"NI","Thomas Pailloux","Thomas Pailloux","7/19/2026","6/19/2026","5/20/2026","4/20/2026","4/5/2026",,"Reactor Shield Wall Steel Structure","243393d2-352b-48ab-a82f-a5d8200f6112","Subcontractors",,"No","Ziba Sattari","Ziba Sattari",,"ISO 9001:2015","8/19/2026","7/19/2026","6/19/2026","5/20/2026","4/20/2026","4/5/2026","30",,"No",,,,"Construction Subcontract",,,,,"8/19/2026","5/21/2026 2:52 PM",,
"e43b30e4-47d3-4e98-b164-c782064d6593","A02180","303",,,,,,,,,"CCW","90,000",,,,"No",,,,,,,,"30","35","30","15",,,,,"CCW/Tunnel","Stephanie Shelley","Stephanie Shelley","7/31/2026","6/26/2026","5/27/2026","4/27/2026","4/12/2026",,"Pipe basket for TBM operation","b4189b9e-d4d3-4240-9e12-60c51017941d","Construction Equipment",,"No","Mahendra Don","Mahendra Don",,"Best Commercial","8/30/2026","7/31/2026","6/26/2026","5/27/2026","4/27/2026","4/12/2026","30",,"No",,,,"Engineered Equipment",,,,,"8/1/2026","7/16/2026 9:58 AM",,
"e5377208-da1e-4300-9b3f-a5f274bd9ee1","A02180","304",,,,,,,,,"CCW","600,000",,,,"No",,,,,,,,"30","30","30","15",,,,,"CCW/Tunnel","Stephanie Shelley","Stephanie Shelley","7/31/2026","7/1/2026","6/1/2026","5/2/2026","4/17/2026",,"TBM slurry pumps structure in tunnel","4f48bdd2-6c6e-4906-b6cd-b5c466c2ed24","Supplies (Construction Materials)",,"No","Ziba Sattari","Ziba Sattari",,"Best Commercial","8/30/2026","7/31/2026","7/1/2026","6/1/2026","5/2/2026","4/17/2026","30",,"No",,,,"Cancelled",,,,,"8/1/2026","7/21/2026 9:41 AM",,
"a4bf9668-85c9-442b-b428-fc735236a5a7","A02180","305",,,,,,,,,"CCW","0",,,,"No",,,,,,,,"30","30","30","15",,,,,"CCW/Tunnel","Ernesto Martinez","Ernesto Martinez","7/31/2026","7/1/2026","6/1/2026","5/2/2026","4/17/2026",,"Hydraulic Hoses/ Fittings and Crimping System","31a6ee03-0823-406d-bdf0-6547926e911f",,,"No","Ziba Sattari","Ziba Sattari",,"Best Commercial","8/30/2026","7/31/2026","7/1/2026","6/1/2026","5/2/2026","4/17/2026","30",,"No",,,,"Engineered Equipment",,,,,"8/1/2026","7/16/2026 10:00 AM",,
"33bdc333-9180-42c5-aca4-6e0a3f3f666f","A02180","279",,,,"5/1/2026","4/17/2026","4/13/2026",,,"SE","535,000",,,,"No",,,,,,,,"30","30","30","15",,,,,"SE/Buildings","Frank Gou","Frank Gou","7/1/2026","6/1/2026","5/1/2026","4/17/2026","4/13/2026",,"Elevator - Security Bld","c13b4a4e-72d3-48fd-8293-de820bcd9aea",,,"No","Meesam Rasool","Meesam Rasool",,"Best Commercial","7/31/2026","7/1/2026","6/1/2026","5/1/2026","4/17/2026","4/13/2026","30",,"No",,,,"Construction Subcontract",,,,,"8/20/2026","7/16/2026 9:56 AM",,"Bid was sent to Kona , Otis, Schindler "
